HEROP_ID,ZIP,BupTmDr,BupTmDr2,BupCntDr30,BupMinDis
860US00729,729,0.0,0.0,0,5.8842578711602895
860US00730,730,0.0,0.0,0,1.9094701978861288
860US00731,731,0.0,0.0,0,6.629584066911226
860US00732,732,0.0,0.0,0,1.14862866216919
860US00733,733,0.0,0.0,0,0.633244085300066
860US00735,735,0.0,0.0,0,4.359864075705273
860US00736,736,0.0,0.0,0,7.653288449188449
860US00737,737,0.0,0.0,0,7.41171132705663
860US00738,738,0.0,0.0,0,1.1583995559845075
860US00739,739,0.0,0.0,0,7.1887279835296205
860US00740,740,0.0,0.0,0,1.09409431351866
860US00741,741,0.0,0.0,0,12.9736262095451
860US00744,744,0.0,0.0,0,11.202524828086
860US00745,745,0.0,0.0,0,9.79874240294414
860US00751,751,0.0,0.0,0,10.413059333232264
860US00754,754,0.0,0.0,0,5.2922834732587845
860US00757,757,0.0,0.0,0,13.328510822025954
860US00765,765,0.0,0.0,0,21.819867991769335
860US00766,766,0.0,0.0,0,9.418276126904576
860US00767,767,0.0,0.0,0,16.397239878217963
860US00769,769,0.0,0.0,0,8.025804205887182
860US00771,771,0.0,0.0,0,11.050112337807793
860US00772,772,0.0,0.0,0,7.856800125275679
860US00773,773,0.0,0.0,0,5.55461878819895
860US00775,775,,,,
860US00777,777,0.0,0.0,0,7.132126464703166
860US00778,778,0.0,0.0,0,3.532168383427759
860US00780,780,0.0,0.0,0,4.287101250245119
860US00782,782,0.0,0.0,0,4.790334369407969
860US00783,783,0.0,0.0,0,5.136185935454215
860US00784,784,0.0,0.0,0,14.77990959240022
860US00785,785,0.0,0.0,0,14.7381583198433
860US00786,786,,,,
860US00791,791,0.0,0.0,0,15.87085254736186
860US00792,792,0.0,0.0,0,15.3357497624939
860US00794,794,0.0,0.0,0,4.038107047145234
860US00795,795,0.0,0.0,0,7.754910733991943
860US00801,801,0.0,0.0,0,50.3612183485944
860US00802,802,0.0,0.0,0,50.373412698985895
860US00803,803,0.0,0.0,0,50.3612183485944
860US00804,804,0.0,0.0,0,50.3612183485944
860US00820,820,0.0,0.0,0,75.03530484090281
860US00830,830,0.0,0.0,0,62.7230147133386
860US00831,831,0.0,0.0,0,59.6355457858785
860US00840,840,0.0,0.0,0,68.56062232117193
860US00850,850,0.0,0.0,0,70.94959367151418
860US00901,901,0.0,0.0,0,4.2875189488174525
860US00902,902,0.0,0.0,0,4.25819957577451
860US00907,907,0.0,0.0,0,4.196949942908994
860US00908,908,0.0,0.0,0,4.24867570110356
860US00909,909,0.0,0.0,0,3.613434391170225
860US00910,910,0.0,0.0,0,3.53475381086924
860US00911,911,0.0,0.0,0,4.233232129293209
860US00912,912,0.0,0.0,0,3.874053225188672
860US00913,913,0.0,0.0,0,4.617224143473753
860US00914,914,0.0,0.0,0,4.39997325476898
860US00915,915,0.0,0.0,0,3.780866747594098
860US00916,916,0.0,0.0,0,3.69063535954988
860US00917,917,0.0,0.0,0,2.8893592546629865
860US00918,918,0.0,0.0,0,2.0867313872071733
860US00919,919,0.0,0.0,0,2.67588798389929
860US00920,920,0.0,0.0,0,1.6654269642394728
860US00921,921,0.0,0.0,0,0.9261901380516756
860US00922,922,0.0,0.0,0,2.04245013500776
860US00923,923,0.0,0.0,0,3.24982951839236
860US00924,924,0.0,0.0,0,2.479827820854792
860US00925,925,0.0,0.0,0,2.01292952817062
860US00926,926,0.0,0.0,0,2.768081014798899
860US00927,927,0.0,0.0,0,1.0267613982565065
860US00928,928,0.0,0.0,0,2.23751253927819
860US00929,929,0.0,0.0,0,2.16869294790856
860US00931,931,0.0,0.0,0,2.23751253927819
860US00934,934,0.0,0.0,0,0.5338624228149274
860US00935,935,,,,
860US00936,936,0.0,0.0,0,2.09464642763276
860US00937,937,0.0,0.0,0,2.67317703760383
860US00940,940,0.0,0.0,0,3.53475381086924
860US00949,949,0.0,0.0,0,3.895418596623664
860US00950,950,0.0,0.0,0,4.24961490523835
860US00951,951,0.0,0.0,0,4.24961490523835
860US00952,952,0.0,0.0,0,2.6396406687566527
860US00953,953,0.0,0.0,0,4.7875560949993385
860US00954,954,0.0,0.0,0,6.19343203047371
860US00956,956,0.0,0.0,0,2.5363579800125
860US00957,957,0.0,0.0,0,2.7043826515243503
860US00958,958,0.0,0.0,0,1.53317211642744
860US00959,959,0.0,0.0,0,1.6998796907688638
860US00960,960,0.0,0.0,0,0.456466210414649
860US00961,961,0.0,0.0,0,1.155481349418258
860US00962,962,0.0,0.0,0,1.8149767244414128
860US00963,963,0.0,0.0,0,2.48945253407341
860US00965,965,0.0,0.0,0,2.382730984338802
860US00966,966,0.0,0.0,0,2.22689886532455
860US00968,968,0.0,0.0,0,1.7926078570661876
860US00969,969,0.0,0.0,0,2.5022577375132253
860US00970,970,0.0,0.0,0,3.06318762092873
860US00971,971,0.0,0.0,0,2.847744541236042
860US00975,975,,,,
860US00976,976,0.0,0.0,0,3.5682813085853837
860US00977,977,0.0,0.0,0,2.48945253407341
860US00979,979,0.0,0.0,0,3.4007727034170805
860US00981,981,0.0,0.0,0,2.67317703760383
860US00982,982,0.0,0.0,0,1.0367308963368234
860US00983,983,0.0,0.0,0,1.0257145019151337
860US00984,984,0.0,0.0,0,0.468996034855755
860US00985,985,0.0,0.0,0,1.6686257056102023
860US00986,986,0.0,0.0,0,2.09966778410026
860US00987,987,0.0,0.0,0,2.6686646872137083
860US00988,988,0.0,0.0,0,0.561458392554251
860US01001,1001,3.810479112859521,7.620958225719042,19,1.5350460734087887
860US01002,1002,15.8171992449272,31.6343984898544,16,5.6655687214215
860US01003,1003,15.78377483486,31.56754966972,18,4.8525711343970475
860US01004,1004,15.07,30.14,20,4.81288692818837
860US01005,1005,21.1887958403788,42.3775916807576,5,11.959574302371264
860US01007,1007,6.97725884231,13.95451768462,15,2.7211172078618233
860US01008,1008,32.59301533051,65.18603066102,0,16.022205890191508
860US01009,1009,6.33,12.66,17,2.11723780509049
860US01010,1010,15.59243055078,31.18486110156,4,7.303903995310437
860US01011,1011,33.018753802,66.037507604,0,16.36891964825187
860US01012,1012,17.48,34.96,4,6.90093984373265
860US01013,1013,4.23986604696,8.47973209392,21,1.3941949721232088
860US01014,1014,4.2,8.4,21,1.7903732326058
860US01020,1020,5.42772813602,10.85545627204,21,2.315198301073861
860US01021,1021,5.27,10.54,21,2.33609846140268
860US01022,1022,7.17798259502,14.35596519004,21,3.018758919238405
860US01026,1026,26.94206238848,53.88412477696,2,14.325208335254048
860US01027,1027,2.39823393414,4.79646786828,21,1.57826545313999
860US01028,1028,7.303560328316439,14.607120656632878,18,4.3342288762485275
860US01029,1029,26.59,53.18,1,13.2449977532213
860US01030,1030,2.13502420754,4.27004841508,17,0.9415024828735004
860US01031,1031,12.25943048424,24.51886096848,3,6.905310935805079
860US01032,1032,17.48,34.96,4,6.90093984373265
860US01033,1033,8.156569155580002,16.313138311160003,22,4.180600378357421
860US01034,1034,29.95871720275,59.9174344055,6,13.60479129819608
860US01035,1035,11.75,23.5,22,2.32081139359272
860US01036,1036,14.92,29.84,17,8.35905712029664
860US01037,1037,12.28,24.56,3,6.91618216415112
860US01038,1038,0.0,0.0,22,1.85764685441449
860US01039,1039,16.02556998756,32.05113997512,6,6.698453327197269
860US01040,1040,2.6578903651378902,5.3157807302757805,21,1.068292864600807
860US01041,1041,1.5228449913,3.0456899826,21,0.6695348029214638
860US01050,1050,19.62042331933042,39.24084663866084,8,10.39715268985769
860US01053,1053,0.0,0.0,21,1.18604847978678
860US01054,1054,18.35501204871,36.71002409742,4,9.770620782378272
860US01056,1056,12.386112636763889,24.772225273527773,20,5.6990941244053275
860US01057,1057,15.31361965226362,30.62723930452724,11,5.680047435999964
860US01059,1059,,,,
860US01060,1060,4.297833848202167,8.595667696404334,22,1.3075086941395158
860US01061,1061,4.4,8.8,23,1.4206181560782
860US01062,1062,2.046324470746325,4.09264894149265,22,1.0120895131219338
860US01063,1063,,,,
860US01066,1066,0.0,0.0,22,1.85764685441449
860US01068,1068,24.48040154515959,48.96080309031919,7,12.011479111998415
860US01069,1069,2.152456334797544,4.304912669595088,18,2.6909983511968374
860US01070,1070,27.18546925504,54.37093851008,2,14.505667356026825
860US01071,1071,27.58,55.16,9,11.7202812769194
860US01072,1072,18.5,37.0,4,9.90943793913639
860US01073,1073,7.7106316189,15.4212632378,19,5.216249994993929
860US01074,1074,,,,
860US01075,1075,7.340424733040001,14.680849466080002,21,3.093627406369197
860US01077,1077,10.88681731829,21.77363463658,15,5.495976737469222
860US01079,1079,,,,
860US01080,1080,8.6236697238,17.2473394476,18,1.6168554821244054
860US01081,1081,27.69,55.38,1,10.2785334022256
860US01082,1082,6.50365444528,13.00730889056,3,2.479923896688549
860US01083,1083,11.11,22.22,3,4.1750321813797
860US01084,1084,17.48,34.96,4,6.90093984373265
860US01085,1085,12.694675115305326,25.389350230610653,18,5.742717434996721
860US01086,1086,11.1,22.2,16,4.08107497785523
860US01088,1088,0.04030395122,0.08060790244,22,1.8535199262495143
860US01089,1089,2.46381421019,4.92762842038,21,1.343330793357475
860US01090,1090,0.0,0.0,21,1.03257888203592
860US01092,1092,,,,
860US01093,1093,,,,
860US01094,1094,,,,
860US01095,1095,14.395988592005988,28.791977184011976,18,5.520392464603534
860US01096,1096,17.673063144040004,35.34612628808001,4,6.970867105052359
860US01097,1097,,,,
860US01098,1098,27.068308457000004,54.13661691400001,2,14.422029647209232
860US01101,1101,0.0,0.0,21,0.292071846511927
860US01103,1103,0.28033769037,0.5606753807400001,21,0.4015220842237637
860US01104,1104,2.711174352161174,5.422348704322348,21,1.3030263288311046
860US01105,1105,1.0006242595593755,2.0012485191187515,21,0.6151696135716861
860US01106,1106,6.790687983770001,13.58137596754,17,2.986325680594235
860US01107,1107,1.66898565176,3.33797130352,21,0.8167972139534979
860US01108,1108,2.33332322614,4.66664645228,20,1.3014241353303644
860US01109,1109,4.06355543854,8.12711087708,20,1.895979031513548
860US01111,1111,,,,
860US01115,1115,,,,
860US01116,1116,8.23,16.46,16,3.18792347429831
860US01118,1118,4.85918404466,9.71836808932,19,2.813355057475183
860US01119,1119,7.721498505741499,15.442997011482998,19,3.810975370101017
860US01128,1128,7.80388140129,15.60776280258,18,4.694425516203051
860US01129,1129,9.193710874533709,18.387421749067418,18,4.922557823675579
860US01138,1138,0.79,1.58,21,0.730419367692044
860US01139,1139,3.9,7.8,21,1.69112255534188
860US01144,1144,,,,
860US01151,1151,9.32087745815,18.6417549163,20,4.994266995167446
860US01152,1152,,,,
860US01199,1199,,,,
860US01201,1201,3.63070349041,7.26140698082,4,1.5744179114295558
860US01202,1202,0.0,0.0,4,0.0515089873547643
860US01220,1220,9.465000000595,18.93000000119,7,4.859727872863552
860US01222,1222,14.81,29.62,1,6.63742655550061
860US01223,1223,24.14147616502,48.28295233004,4,11.064190459075702
860US01224,1224,12.37,24.74,7,5.6048713716413
860US01225,1225,16.24029722422,32.48059444844,7,9.268641037432582
860US01226,1226,9.05082824213917,18.10165648427834,3,5.237205880542018
860US01227,1227,9.05,18.1,3,5.23831360253642
860US01229,1229,,,,
860US01230,1230,4.81331559361,9.62663118722,3,2.8845522593131094
860US01235,1235,17.43539893319,34.87079786638,3,8.30264930593509
860US01236,1236,9.96501247362,19.93002494724,4,5.259160700744278
860US01237,1237,12.84392178604,25.68784357208,7,5.569018135890063
860US01238,1238,17.27970089786,34.55940179572,4,9.52229130880663
860US01240,1240,11.929448538879448,23.858897077758897,4,5.548394939209145
860US01242,1242,,,,
860US01243,1243,,,,
860US01244,1244,,,,
860US01245,1245,20.0172571416,40.0345142832,1,9.134897117414184
860US01247,1247,3.68647039786,7.372940795720001,6,1.4456306350353103
860US01253,1253,26.59,53.18,1,13.2449977532213
860US01254,1254,21.84066298268,43.68132596536,3,4.922443304213994
860US01255,1255,26.573474430839997,53.146948861679995,1,13.234645320919974
860US01256,1256,23.18,46.36,4,6.59656927266753
860US01257,1257,14.818654405740002,29.637308811480004,1,6.6415450280136925
860US01258,1258,13.07,26.14,2,5.43942333606007
860US01259,1259,17.79,35.58,1,8.05555374501524
860US01260,1260,,,,
860US01262,1262,,,,
860US01263,1263,,,,
860US01264,1264,,,,
860US01266,1266,16.661712960498285,33.32342592099657,4,7.703325720650021
860US01267,1267,12.658188396538186,25.316376793076373,8,5.7341382206434
860US01270,1270,19.2562946434637,38.5125892869274,3,9.43556977482444
860US01301,1301,2.67496872567,5.34993745134,10,0.8237053568866147
860US01302,1302,1.41,2.82,11,0.25530566057648
860US01330,1330,24.08288889098,48.16577778196,6,9.190501027689264
860US01331,1331,3.435863141215863,6.871726282431726,6,1.8075061929049625
860US01337,1337,8.38586805582,16.77173611164,9,5.550028499166439
860US01338,1338,15.52,31.04,4,6.43190276279601
860US01339,1339,27.35178654616,54.70357309232,3,12.329342322277938
860US01340,1340,28.4401822274,56.880364454799995,3,12.87184262194716
860US01341,1341,24.36444444125,48.7288888825,6,9.27268150906555
860US01342,1342,8.98,17.96,14,4.58689380823259
860US01343,1343,24.599354838,49.198709676,4,8.246842355291264
860US01344,1344,13.0,26.0,6,3.75554097147814
860US01346,1346,28.68,57.36,3,12.9913774710319
860US01347,1347,,,,
860US01349,1349,13.7836279066,27.5672558132,10,5.218004255203605
860US01350,1350,28.68,57.36,3,12.9913774710319
860US01351,1351,13.814187499330002,27.628374998660004,10,5.271366605488391
860US01354,1354,8.39,16.78,9,5.55687987287146
860US01355,1355,18.39861751,36.797235019999995,4,9.796002048630092
860US01360,1360,16.13782698812,32.27565397624,9,8.810641417293601
860US01364,1364,2.8953606765353603,5.790721353070721,5,1.597544155369414
860US01366,1366,15.37787162746,30.75574325492,5,8.708203040352169
860US01367,1367,28.309807694,56.619615388,3,12.560957690417316
860US01368,1368,7.85362760533,15.70725521066,4,6.707052391311357
860US01370,1370,17.601125470030002,35.202250940060004,4,7.366562785099592
860US01373,1373,9.29917159822,18.59834319644,14,4.865250429451221
860US01375,1375,10.731149483230002,21.462298966460004,13,6.101365656780751
860US01376,1376,7.73209963062,15.46419926124,9,2.419054772771792
860US01378,1378,13.0,26.0,6,3.75554097147814
860US01379,1379,13.0,26.0,6,3.75554097147814
860US01380,1380,13.0,26.0,6,3.75554097147814
860US01420,1420,2.33492145099,4.66984290198,11,1.030580761550319
860US01430,1430,14.643573108210004,29.287146216420005,8,6.988561331594799
860US01431,1431,9.64456869096,19.28913738192,8,5.543111693475953
860US01432,1432,16.2067983576068,32.4135967152136,19,8.99649317234106
860US01434,1434,14.62291021647,29.24582043294,18,7.862359352617316
860US01436,1436,11.11,22.22,10,4.64090063472232
860US01438,1438,8.22,16.44,11,3.95575708784866
860US01440,1440,3.4063866749763867,6.812773349952773,11,1.4321275456067435
860US01450,1450,20.0640368242,40.1280736484,22,9.144581361803525
860US01451,1451,15.55109072619,31.10218145238,24,8.444632467796321
860US01452,1452,13.47489774062,26.94979548124,10,6.248160685614753
860US01453,1453,4.08603936808396,8.17207873616792,19,1.7157805994801747
860US01460,1460,13.294903172765096,26.589806345530192,30,6.866386368007232
860US01462,1462,7.643376266680001,15.28675253336,9,3.324450083374982
860US01463,1463,16.294063884379998,32.588127768759996,20,7.489618161747879
860US01464,1464,13.648886011039998,27.297772022079997,15,5.817573963646215
860US01467,1467,,,,
860US01468,1468,8.99042293388,17.98084586776,11,4.137311835903863
860US01469,1469,13.0074674386,26.0149348772,13,6.837144895535019
860US01472,1472,,,,
860US01473,1473,0.0044544127099999,0.0089088254199999,11,1.3286776868207404
860US01474,1474,12.58309963022,25.16619926044,13,6.641347523416489
860US01475,1475,15.63201183423,31.26402366846,9,7.360697297400019
860US01501,1501,7.323798850487598,14.647597700975195,17,3.787509601224887
860US01503,1503,13.99660493893,27.99320987786,29,7.803508787761905
860US01504,1504,5.930393258239606,11.860786516479212,20,2.6363328810705955
860US01505,1505,10.083108365863108,20.166216731726216,22,4.389662543254373
860US01506,1506,17.6412065806,35.2824131612,2,8.102978138503165
860US01507,1507,16.713237386610004,33.42647477322001,12,9.902137231194084
860US01508,1508,18.94,37.88,13,11.3617911288564
860US01509,1509,18.94,37.88,13,11.3617911288564
860US01510,1510,15.56988408799,31.13976817598,24,8.282163008126535
860US01515,1515,21.03,42.06,11,10.5008041790279
860US01516,1516,12.79505639988,25.59011279976,15,6.5394115655181215
860US01518,1518,23.5020093456,47.0040186912,13,11.138671289320088
860US01519,1519,7.42977860967978,14.85955721935956,17,4.245725523465393
860US01520,1520,9.91549252459,19.83098504918,17,5.10378516894292
860US01521,1521,27.69,55.38,1,10.2785334022256
860US01522,1522,12.820093584390092,25.640187168780184,18,6.631762472102176
860US01523,1523,8.774996470785004,17.549992941570007,20,4.898681443699131
860US01524,1524,10.74512048099,21.49024096198,12,4.8654269824747605
860US01525,1525,13.05,26.1,16,6.80625973999773
860US01526,1526,,,,
860US01527,1527,2.3304631881104627,4.660926376220925,20,1.3434491292276782
860US01529,1529,9.90658432775,19.8131686555,27,4.286402745072125
860US01531,1531,12.3322058863,24.6644117726,3,6.934651191741657
860US01532,1532,8.707090073249999,17.414180146499998,19,4.6400945300578424
860US01534,1534,12.270008867900003,24.540017735800006,17,6.605319909251419
860US01535,1535,17.09725957500726,34.19451915001452,7,8.40856500152601
860US01536,1536,7.43851949554148,14.87703899108296,17,4.201535366795328
860US01537,1537,9.04,18.08,12,6.82130432701063
860US01538,1538,15.0,30.0,26,8.45335124537231
860US01540,1540,7.98005633978,15.96011267956,12,6.3810772993796245
860US01541,1541,11.73,23.46,17,6.01304150185073
860US01542,1542,8.421600000000002,16.843200000000003,12,3.947313189680614
860US01543,1543,20.06988100197,40.13976200394,11,9.889080127412909
860US01545,1545,7.656286604573713,15.312573209147423,19,2.98890750646684
860US01546,1546,,,,
860US01550,1550,21.879390531979393,43.758781063958786,8,9.99206752251981
860US01560,1560,7.19336714815,14.3867342963,19,4.0571971844325665
860US01561,1561,,,,
860US01562,1562,17.41462141581538,34.82924283163076,13,8.20865318184642
860US01564,1564,11.88746376563,23.77492753126,18,6.428864330807558
860US01566,1566,23.03853316022,46.07706632044,13,12.231049764006771
860US01568,1568,12.20876758152,24.41753516304,17,5.690616976230743
860US01569,1569,13.33614951624385,26.6722990324877,28,7.90066586988056
860US01570,1570,2.918848114528848,5.837696229057696,11,1.9384716861732032
860US01571,1571,8.963256012959999,17.926512025919997,10,3.8605673260103694
860US01581,1581,3.76072841215,7.5214568243,20,2.3455923851856637
860US01583,1583,8.39902091371,16.79804182742,19,4.35341013033084
860US01585,1585,9.401532177340002,18.803064354680004,2,4.172499905960919
860US01586,1586,0.0,0.0,21,0.234201655406217
860US01588,1588,11.558436312780003,23.116872625560006,17,6.879882881128231
860US01590,1590,7.83903985945,15.6780797189,16,4.040905591943071
860US01602,1602,2.6313042630699996,5.262608526139999,16,0.981840625314765
860US01603,1603,3.653309064283309,7.306618128566618,16,1.3279734943403927
860US01604,1604,3.66424963303,7.32849926606,21,1.6565885601198485
860US01605,1605,1.5235696779135697,3.0471393558271394,21,0.6869212355575386
860US01606,1606,3.9656377399856377,7.9312754799712755,20,1.7173061817123096
860US01607,1607,4.958235167070001,9.91647033414,20,1.9934163300825696
860US01608,1608,0.4035071098264929,0.8070142196529858,23,0.4431873339644269
860US01609,1609,1.466955812246956,2.933911624493912,20,0.7447022141680111
860US01610,1610,2.1760022378020043,4.352004475604009,21,0.8499881262206641
860US01611,1611,7.63206971834207,15.26413943668414,12,3.4064135324958844
860US01612,1612,10.918226085758228,21.836452171516456,14,6.05485974550617
860US01613,1613,0.0,0.0,23,0.388245108129986
860US01653,1653,,,,
860US01655,1655,,,,
860US01701,1701,4.357960827167961,8.715921654335922,36,1.627927054470683
860US01702,1702,2.0412540853612544,4.082508170722509,39,1.112411635547376
860US01703,1703,3.94,7.88,43,1.68652754625321
860US01704,1704,0.0,0.0,40,0.813042040320386
860US01718,1718,10.52,21.04,23,4.67405075296386
860US01719,1719,13.02,26.04,29,6.22186142045316
860US01720,1720,8.40700824731299,16.81401649462598,26,3.0726666478511495
860US01721,1721,6.7238871405100005,13.44777428102,24,2.8966295695015765
860US01730,1730,12.48815743798,24.97631487596,55,5.446492652311866
860US01731,1731,9.8034100136,19.6068200272,46,5.027669626165028
860US01740,1740,14.93412652064,29.86825304128,31,9.745939392580382
860US01741,1741,11.097688924799998,22.195377849599996,33,4.661735678391262
860US01742,1742,4.75350017527,9.50700035054,42,1.909229689018762
860US01745,1745,6.42,12.84,35,3.52187041720046
860US01746,1746,9.04168160386,18.08336320772,14,3.859920221190051
860US01747,1747,5.852001636387998,11.704003272775996,11,2.616406302941132
860US01748,1748,10.55181005280181,21.10362010560362,19,4.121166032529172
860US01749,1749,14.379971692569972,28.759943385139945,28,7.42522584431957
860US01752,1752,10.95505369132,21.91010738264,24,4.674734698491203
860US01754,1754,6.303251641433252,12.606503282866504,23,3.2513354932649494
860US01756,1756,11.641119747430002,23.282239494860004,9,4.866655771380049
860US01757,1757,4.72251987402748,9.44503974805496,15,1.6408124981820598
860US01760,1760,6.946388836237223,13.892777672474448,37,3.021925960753683
860US01770,1770,8.66,17.32,24,3.29217288011103
860US01772,1772,6.3518823223,12.7037646446,33,2.68217762376732
860US01773,1773,9.71904377209,19.43808754418,46,4.974872067927921
860US01775,1775,11.71994411624,23.43988823248,28,5.824137786777401
860US01776,1776,9.436806647833194,18.873613295666388,22,3.3152724898544697
860US01778,1778,8.535534819584464,17.07106963916893,38,4.47946124107433
860US01784,1784,,,,
860US01801,1801,5.375716367544284,10.751432735088567,62,1.979235708734213
860US01803,1803,8.36206631838,16.72413263676,59,3.75615144162768
860US01805,1805,,,,
860US01810,1810,6.843295319536704,13.686590639073408,43,3.389513063552444
860US01812,1812,,,,
860US01821,1821,7.3121721778921716,14.624344355784345,46,2.587347994365693
860US01822,1822,4.95,9.9,40,1.4863120044775
860US01824,1824,5.76527971669,11.53055943338,35,2.3395187264863986
860US01826,1826,5.520061686469877,11.040123372939751,30,2.8084588550720295
860US01827,1827,11.361202275038796,22.72240455007759,27,4.937217700180739
860US01830,1830,2.0102743821,4.0205487642,26,1.3016279669485709
860US01831,1831,0.0,0.0,27,0.328022709616716
860US01832,1832,2.956501038286501,5.913002076573002,27,1.5363057141018654
860US01833,1833,11.841496108991494,23.68299221798299,27,4.391287214451478
860US01834,1834,5.71,11.42,25,1.77035272701047
860US01835,1835,3.6030878978,7.2061757956,28,1.2597074636154442
860US01840,1840,0.2340711568759288,0.4681423137518577,40,0.2207077309411267
860US01841,1841,1.12733740084,2.25467480168,41,0.4831176303274896
860US01842,1842,0.0,0.0,39,0.169214984378547
860US01843,1843,1.9584415864384417,3.9168831728768834,41,0.9412657829425182
860US01844,1844,4.516108822047782,9.032217644095564,41,2.103675782296237
860US01845,1845,3.9747186632847193,7.949437326569439,34,2.2650042843063343
860US01850,1850,2.15009689662,4.30019379324,34,0.9261687850026332
860US01851,1851,1.04780736294,2.09561472588,37,0.7384931034389273
860US01852,1852,1.304184825265815,2.60836965053163,37,0.5939767173843132
860US01853,1853,0.0,0.0,34,0.245605074806825
860US01854,1854,2.07877231158,4.15754462316,33,0.9923278953544096
860US01860,1860,5.21628059175,10.4325611835,24,2.5086368549035596
860US01862,1862,2.20148484251,4.40296968502,37,1.1925823885120292
860US01863,1863,4.02223461354,8.04446922708,33,1.8532389001487992
860US01864,1864,4.7032087119067905,9.40641742381358,50,2.1370090785604576
860US01865,1865,8.29,16.58,42,2.78235155200578
860US01866,1866,,,,
860US01867,1867,4.36102352173,8.72204704346,58,1.281794638885376
860US01876,1876,5.453642999953644,10.907285999907288,50,2.633295031211666
860US01879,1879,8.901883224771884,17.80376644954377,28,4.349497446292015
860US01880,1880,2.560917494570918,5.121834989141836,57,1.4844060444597185
860US01885,1885,,,,
860US01886,1886,9.62711163557,19.25422327114,33,5.324711341273507
860US01887,1887,3.0620892916000004,6.124178583200001,56,1.855050444071529
860US01888,1888,0.0,0.0,61,0.903769107959909
860US01889,1889,,,,
860US01890,1890,7.54785597928,15.09571195856,63,2.9744895387725956
860US01899,1899,,,,
860US01901,1901,0.4805937631,0.9611875262,41,0.2104524715998092
860US01902,1902,1.3164243213564242,2.6328486427128484,40,0.6124634804325473
860US01903,1903,0.0,0.0,41,0.0919271181600024
860US01904,1904,4.23096673278,8.46193346556,38,1.7667094269694466
